account_id,customer_id,account_type,balance_usd,open_date
ACCYM2OFMN6LF7A,CUS2Q9YVAM8IGHZ,Business,75660.05,2025-01-10
ACC5IFFDJ711YZO,CUSRG74476WTK31,Checking,21955.23,2023-06-25
ACCEBRVPAI148WD,CUSSRBNSA81FE2R,Savings,122031.0,2021-07-13
ACCM0LKTZL6T1BP,CUSTA7P8IYNSK8R,Business,81119.54,2025-10-24
ACCDBOAFTLNCV9J,CUS4EY1U10IXYFE,Savings,189348.66,2024-03-07
ACCACY74QVFYFYX,CUSUI060YGC5RCB,Savings,139657.59,2020-06-10
ACCNAA21NSWZITQ,CUS73BBUM92LINQ,Savings,164805.19,2020-09-25
ACCHSMBHA177F96,CUS965GZPLUSQRV,Checking,199685.87,2021-05-15
ACCNKR9FVLH20WD,CUSCSH89UHLY10V,Business,159461.17,2019-02-08
ACC7EYX1UP10YI9,CUSR6UUT2MMIH9N,Savings,157999.19,2019-11-28
ACCJQ30UJPT7O5B,CUS35CB28W0NE8C,Savings,20832.53,2019-04-15
ACCBW5OPXNMEVFT,CUS4P229NIVUZGF,Business,167004.64,2022-12-08
ACCHLP601UEVS27,CUSQ9DUH313Z4EL,Checking,58666.42,2024-01-13
ACCLT9XD16EFG2Z,CUSQ2QQSKDFI8MD,Checking,29525.54,2021-08-02
ACCJXHN8WAEW64J,CUSIFZ7UYS9W24X,Checking,184290.68,2020-12-14
ACCA1S7XL4OQPRY,CUS22G5SAXAX9HC,Checking,192106.55,2021-02-24
ACCMPMCRBBH3SKY,CUSUZPO0ZSRQL0S,Checking,165500.67,2022-10-14
ACCZUF5TP74G09Z,CUSVOTDM625FLZW,Checking,182309.72,2019-09-27
ACCP3P68IZ7A6WO,CUSQAUR58X9QYXW,Checking,55606.89,2023-07-09
ACCVIPC9ALYPCGN,CUSM1PHYJ1BN9Q2,Business,43035.05,2020-04-08
ACC1BIGZB5H1YN8,CUS6W55RWYQSP7O,Checking,75562.07,2020-01-07
ACCFJJDCV3YQUT2,CUSYRTIN0PKBKS4,Checking,79050.76,2019-09-06
ACC4WJ9DL9CIKYJ,CUSSGYZRCTU1UM0,Business,33035.76,2023-01-19
ACCZAUC2W0KL8VU,CUS0M7IU1FN3O8X,Savings,196337.59,2019-01-24
ACC8ZNWXIVLBKTN,CUSB3M7J4HMX0LA,Checking,168470.3,2024-03-17
ACCX3AWPH86Z0YA,CUSSVHWWPQZFXJR,Checking,171386.84,2019-12-20
ACCXPOVGAI62NRS,CUS3CDNYY15PDTB,Checking,156205.49,2024-08-28
ACCSG2N926DMYIT,CUSH6SSSD7GVUH1,Savings,145705.35,2021-07-10
ACCV3NVBOIETYD3,CUS4UW744V6NEPK,Business,115102.63,2019-01-06
ACCKGC4TZ9249OY,CUSWGVSXQ86HHLG,Checking,167209.19,2021-10-30
ACCR2WTHPAWV8M7,CUS9YE6BGGRMQDZ,Savings,166075.13,2021-02-09
ACCAST5HDZU8K14,CUSWY2Z4FH0F509,Savings,173843.16,2024-11-10
ACCS5HK3V7L69EW,CUS9WHJWSFNZVFB,Checking,137145.77,2022-11-02
ACCRZODIZRV3GHK,CUS8CNEJ9Q710ZQ,Checking,108542.9,2024-08-28
ACC1JQOVCMOJNBB,CUSPZL4J4X0LY66,Savings,75075.37,2023-09-12
ACCQ12XRVJUX2XW,CUSX4NEL1CI0ZTM,Savings,99713.33,2024-11-20
ACCZ4CPC5BGOZ6A,CUSHQYCWIH5C3P2,Savings,63356.08,2024-06-09
ACCVMP0BHVGH9IK,CUS5I9B8RBRA1IN,Business,144262.96,2020-07-09
ACCQ3EKIITPMHXL,CUSJ4UDKHN09PXW,Checking,8238.71,2023-03-08
ACC1X9KWB5CGF3W,CUSPDAHBIX0Y8NW,Savings,96462.82,2019-10-13
ACCOWNC8W0ZX6OB,CUSPUK70ATIJPNR,Business,74221.36,2021-01-21
ACCKX7XVEFKJ46H,CUSQ4XESGX1WU1I,Checking,55163.64,2021-10-29
ACCHEYFHJNMPOJ5,CUSQS7YNN9G93ES,Savings,161364.6,2020-10-24
ACCV4R8PMZ8JNWN,CUS8A4LEO0EU2CI,Business,70724.31,2022-09-06
ACC64PZ5PDRR611,CUS0QP0YWKDT4NB,Checking,66853.5,2020-07-26
ACCHRDYHY5DSLQV,CUS8GT1T88S46B5,Savings,100054.09,2020-05-05
ACC7WKY5IPRIHWR,CUSKDRQLKL4HUT6,Checking,179501.3,2023-11-16
ACC3ADB2RZI8X4K,CUSMU9GGTD6KLHK,Savings,186127.06,2025-08-17
ACC5WI4XOP6MRAC,CUSM5HYSD2QF2BF,Checking,124406.46,2021-09-28
ACCXJ9IUFI2TJNF,CUSRM2CGIYU3WIO,Savings,28512.65,2023-08-30
ACCFYOG419VWFJK,CUSXZCZGQ1VQSWD,Business,116824.15,2020-06-06
ACCUO8G646H2961,CUSFRA3ZEIV53WX,Business,25939.07,2023-11-02
ACC8KE9L15DINEP,CUS220JML8PYYET,Savings,186472.97,2019-06-18
ACC0LM70U9B9N6S,CUS5TL4LQJLAX56,Checking,160686.95,2021-06-23
ACCE1H94OU05GOJ,CUSEG4SV0DZX7NZ,Savings,15156.1,2023-02-16
ACC1VVGQDP7765F,CUSLIU05PJZJRFC,Business,14488.87,2023-04-26
ACC5NU8GXW4G23B,CUSED4JXRFWS5QJ,Checking,124075.1,2020-03-16
ACCK9X0GQU1EQ36,CUSZUSTMAHFNC0C,Checking,175485.11,2024-06-29
ACCRH55RXWFJQDP,CUS7LS4UHYHFW3W,Savings,188679.56,2025-03-01
ACC5I40945OJ8XR,CUS0LPLA3DQXZXV,Savings,140569.63,2020-07-13
ACCJL3NLHHHWAAG,CUS2EI33SV2QTTI,Business,70728.05,2023-02-18
ACCD848QR0NN1ZO,CUS00J12MCEOVH5,Business,158160.88,2022-11-05
ACC9TPEFDLKY1FJ,CUSML9F997BRFRW,Checking,167421.13,2025-03-23
ACCVMNSMALWWLPA,CUSOP6EU7ZYTRHX,Checking,173407.27,2020-04-23
ACCZQY3GE5GVA9F,CUSN5N5EHQ403IV,Business,42387.76,2020-10-07
ACC8TH2RA07DT3M,CUS1RQVZNUHMX66,Savings,128836.87,2022-07-01
ACCFF9FGO1OWZBW,CUSXMAIAUZ30L9X,Checking,120264.44,2022-10-11
ACCBSVFP95G40KL,CUSX4XOCKRNMH71,Checking,83867.25,2023-10-20
ACCXOXOTMCT202D,CUSP8C12JY0P9KF,Checking,9374.35,2023-11-04
ACC6EZRCX7SJICS,CUSLP6I1IV1BJVD,Business,145597.84,2021-03-10
ACC1Z6ZP0YH35XW,CUSOUMZNRURUAWO,Savings,128120.96,2021-12-31
ACCH3UM9Y3NOWWO,CUSZGNPSSG10OKB,Savings,166144.5,2021-05-25
ACCJO6N2E6N3ZSM,CUSKQ2O6PK1BDDL,Savings,36650.82,2023-08-28
ACCDBGSJS1DLGGZ,CUSCIW2ZNBIQZEQ,Business,2824.58,2020-12-01
ACCCT3GTVE7PODY,CUSMIND56OIVCGB,Checking,139794.51,2022-09-10
ACCHWXG72K3NYNO,CUSWUVF0ELWEUTK,Business,145054.18,2021-11-06
ACC5OK9YKXH8C88,CUSVTWLG5MEI3YL,Checking,158531.65,2020-11-19
ACCZJPRF8MEODY8,CUS712JBG0YSV3V,Business,164327.85,2021-04-30
ACC34J0Q8YGIM6M,CUSUJG3FDIJTD0X,Savings,132072.97,2025-05-26
ACCKRM6601NQMQF,CUS6JEW0DGD5YLY,Business,166861.72,2021-04-19
ACCRV8R88WU5D78,CUSOSDTNP9BGIW4,Checking,180136.57,2025-05-10
ACC6Y3RZQ7KY5AB,CUSNNEJ56Z4AS1L,Savings,132742.55,2021-11-22
ACCVD10L0RNXHGR,CUSYX8HBBJCDIWZ,Savings,10030.77,2023-04-24
ACC30IBTJDAPB93,CUS620UGPBHHIV2,Savings,160069.66,2022-03-03
ACCGSV5EPANEEQZ,CUSW4QVVK94CL4O,Business,35457.57,2019-09-22
ACC9JQXSVFEIVM0,CUSSIXUCEJ6OXX1,Business,150330.58,2025-05-15
ACCDVM48FPDEBRL,CUSF841UBTMLTRG,Savings,135128.21,2020-10-22
ACCU1FNG8Y66PRL,CUS8L1KFRGLG4DX,Savings,28625.89,2020-07-07
ACCUM16ZOFRVSY7,CUSFISD3NRLICRK,Savings,195392.86,2022-11-20
ACCNCVNRSTCGA5O,CUSP3E9NK16VRWV,Savings,60174.2,2022-02-06
ACCNGG99W56RGUR,CUS04FX0AKN053K,Business,128117.2,2020-09-17
ACC5D2CA0OC0CWW,CUSOKQFT8LJ35HB,Savings,70063.5,2022-12-04
ACC4VZC0LI0XD3T,CUS2VTFQDG9NOIS,Checking,178139.82,2024-10-13
ACC939B6I4OIK4Y,CUSLVC7K90C9NI4,Checking,105424.79,2019-09-04
ACCN5ZGOMQONMYX,CUS6KOF8KRD5EQY,Business,51003.57,2023-02-18
ACCRZTBWII5RQR6,CUS0G40CGDX5TMW,Savings,34954.9,2023-05-09
ACCEPEN07FNCGZG,CUSIHB24AY2V58F,Savings,167725.2,2020-10-18
ACCB3KD95OS9OD5,CUSLER467II1TNP,Checking,63403.8,2023-01-05
ACCUHTJ8QW1CAIB,CUSNDUQ0FX5E49H,Savings,117409.62,2021-05-16
ACC5C92CHGZ7VJ9,CUS384FEK1EBXS5,Savings,124976.76,2021-06-20
ACCN3W7KH1Q8FCA,CUSXRD5HEEJNIDM,Savings,147370.53,2019-10-12
ACCQW9SC6P4JKEH,CUSX4A585KMTTFV,Business,68673.47,2021-01-11
ACCKAV24E8EOOLF,CUSSEKDV1YXAFDW,Savings,149940.58,2025-03-06
ACC1ZCGP8ETDH7J,CUSQRUGZHSSXIZ1,Savings,37507.0,2024-03-16
ACCXKB4W5Q0OP7X,CUSMWIHVZXA1N16,Savings,65786.31,2025-08-23
ACCNLBXICJV278D,CUS2ZASSG7KNWWL,Savings,63405.94,2025-02-27
ACCQ11XWG54ZYO7,CUSXN0GUO4KH2VL,Savings,68387.4,2023-12-22
ACCFCH9WKSFRVML,CUS2WJNGCL0YDUU,Savings,26605.73,2021-08-31
ACC5SOHYOHDE1I9,CUS0BRHJDJ4BPF0,Business,94191.78,2024-12-02
ACCHS69093P3P11,CUSJVUGBV6VPLLG,Savings,170881.2,2019-08-23
ACC33H07MSHK4ZH,CUSCLRKX62N833J,Checking,136692.25,2019-11-28
ACCVH41XYGLNNSA,CUSHTF0B7ZYNEQW,Checking,40634.6,2024-05-31
ACCRIFQ00KI9LLK,CUSV003TL16V466,Savings,15929.18,2019-01-30
ACCSPNPH991R9ZK,CUS562UIPO93ILF,Checking,74693.59,2019-12-11
ACCXP7TLIK9PLTC,CUSCCWF4DAYVSEE,Business,36591.19,2023-06-14
ACC46G0ZQBV8XN7,CUSBDTWH7F0X38F,Business,144012.25,2025-02-22
ACCCFZ714D0MALI,CUSA173BKGGBQIB,Business,106059.28,2022-06-29
ACCB5PQO8WAJGMW,CUSO3LVB2WBW3JQ,Savings,7415.36,2022-07-09
ACC2ALERV4QLTV0,CUSMDTJPN5TK8N5,Checking,187446.86,2022-05-12
ACCXJSNX3JIXP74,CUS15HIV31WK9CQ,Checking,61048.04,2019-11-23
ACC131Q0MT373AV,CUS2L1W7ERJBJZD,Business,34980.77,2020-07-22
ACCLCS8BQM1T5OJ,CUS797WC54L8VZM,Savings,46749.66,2021-09-19
ACCWS1SM3N1HMI7,CUS3SK80H8F8LM6,Checking,39216.74,2019-08-14
ACCIC3YVC57QN1C,CUS2N32VGBFXMFK,Checking,40803.56,2021-03-20
ACC46HFLFCOLCLW,CUSQPTIP87J73PD,Checking,49904.84,2023-07-08
ACCS8SWNT6491WA,CUS3ZE23VQSNFSC,Business,187090.68,2019-06-22
ACCXWCZQXM2CNPW,CUSBPP9BCWWY0CV,Business,111380.41,2023-07-13
ACCDL3CI1IV8EID,CUSAZ1RO03CINY2,Savings,7099.39,2019-10-28
ACC5EDC4M3MURW9,CUSVS0Z9YBG4M49,Business,73326.92,2023-11-30
ACC7SE73ATAKJS9,CUSLICDNLG5QG3F,Checking,59271.86,2019-01-29
ACCMAAN2BHI8JAG,CUSTV5DX5X5KTBY,Checking,62640.72,2020-06-03
ACCRPROESYF1GM9,CUSBNQ4WCB5L6JT,Business,85702.49,2023-09-02
ACC69S5H4GFG8AV,CUSUVULEMX15Z8V,Checking,57173.23,2021-11-24
ACCZ3ICP2NPEJVH,CUSASVAC5NCM0I4,Savings,29855.56,2019-09-24
ACC4JXSE7WS7HB9,CUSZ9N17XJATG9D,Business,153218.4,2024-02-18
ACC3JH7ZM6QJ8KV,CUSO8VSWSKVZK75,Business,102311.61,2025-08-04
ACCZ34ROBFRQ873,CUSHCE927IO1S9G,Business,180815.95,2025-07-09
ACC6E7CATZ6K8Z1,CUS9W0Y0S8XOMQG,Business,97346.69,2023-10-16
ACCKJJTAK916PGJ,CUSUSOV557EMX14,Checking,62755.23,2019-11-17
ACCJT1DRUXSEIC7,CUSNHGP46TIYGI2,Business,166716.98,2021-11-18
ACCWB8TNW1GLO4S,CUSB0A4KKIFULGT,Business,3331.71,2020-01-03
ACCGXQUM8IB4UJ7,CUSURTS3SOH97WR,Savings,197168.56,2024-07-23
ACCWS6I1YXPG5JD,CUSYTBVHYT825CV,Business,154068.47,2022-11-23
ACCYUXWXLLYZ2RU,CUSZZV5SY0HI8A1,Business,114462.17,2020-09-18
ACCCA0Y223JMOYK,CUSEVPLQ23B7SJG,Savings,42769.53,2021-09-27
ACCV0RHM0XZWLNL,CUSJNSDZOY2TC85,Checking,150857.94,2019-05-14
ACCG3SL8UWHLOZP,CUSVPYJYRMV9CDL,Checking,8330.59,2020-12-19
ACC7LKLCJNNY6JJ,CUSBBGRO289GS3Y,Business,45798.72,2023-10-21
ACCNSFAELGP1H6A,CUST44V4ZEIDJKE,Savings,38820.28,2019-11-10
ACCMU7EUA5Q146N,CUSTP50GLXM1J0P,Savings,153969.48,2020-08-23
ACCMPG7650D8L5D,CUS0RSBC7LHT9TD,Checking,15299.61,2020-03-15
ACC3WUBG6ATR39F,CUSSSD8W8VLVYRR,Checking,188150.06,2023-08-29
ACCIXOPIRY4WDTR,CUSZOFYN8G9YPQX,Savings,48379.99,2021-07-28
ACCMQO9TPXM6E6H,CUSX38XDXKSWMUX,Savings,77447.1,2025-09-30
ACCEZFPQD3CBBV9,CUSA4VG0K3ZM3JM,Savings,144276.67,2020-09-30
ACC0ERPBUBBK7NX,CUSFLEDTT61S6QC,Savings,53288.4,2019-06-16
ACCP7WB9H3IVRM3,CUSB4TMSJX8MHMF,Business,166131.71,2019-02-21
ACC05KGWJ0MLMS0,CUS0YZFZIQFYODV,Savings,4331.2,2019-12-27
ACCSIXAH3PJ38T8,CUSF2GGP2BYK87Y,Savings,37644.43,2025-08-19
ACCC2XXSMR8T2UZ,CUSZ21BQUGZ079P,Checking,43225.38,2020-08-30
ACCG3OHF7TIVOGM,CUSMCW00AGKDMCS,Checking,56946.93,2021-01-30
ACC2UVZ4684KKKT,CUS301DVVH6SD4H,Savings,22792.62,2020-04-08
ACCMHOOUXNN6DT0,CUS3EXNVTOGJUQ2,Business,146259.15,2019-09-23
ACC3J5FA0U3L8QZ,CUSP89DFF6O0FBS,Business,106484.1,2024-02-27
ACCSGLWD1N0Z000,CUSDS332EKC960G,Checking,142546.97,2024-12-16
ACC2L2UNAQDJAR0,CUSZ0ENOOL97H83,Business,17567.03,2023-06-30
ACCHI2W21H925D0,CUSAE1IGCUIDC00,Checking,188760.29,2020-04-02
ACC4T1CDD8MWI2Z,CUSKN5Z1LYHBW53,Checking,3612.76,2019-08-02
ACCZCQL67Z528F1,CUS9WXNLIJP8XMW,Checking,18568.47,2025-11-17
ACCA5PD6O2LA48T,CUSXWIO9T6FSZDN,Savings,143928.74,2020-08-28
ACCILJ6HBC4A0YS,CUS3GBEHEW448HM,Business,35780.07,2021-01-07
ACCJO0H33CD21DO,CUSQ5S6Q9GAX602,Savings,81036.03,2021-10-08
ACCMXP96WVINYGS,CUSANLTR6WB1DSY,Checking,108287.65,2024-09-03
ACC3LLHI4HU2J6B,CUSC3JR7T3SPJ9W,Savings,121083.6,2021-04-11
ACCX0UCYC6G6KRN,CUSEKIITWS2FFI6,Business,188901.99,2021-08-10
ACCFO2I2BSZOOMD,CUSG2AZ7GKXQ9J5,Checking,133087.41,2021-04-11
ACCVJQTFNMDA8GS,CUSD5EUSC74C5AI,Business,167343.59,2021-10-14
ACCJQ3GD5PJWPW3,CUS1SHU0KMJHBGR,Checking,130406.24,2025-02-20
ACCIG3ZB067VR6X,CUS2I31J19XVRLT,Savings,197046.13,2024-02-02
ACCELJTGRI21V4S,CUS2IV3AH89OKC6,Savings,158273.6,2021-08-15
ACC4IEUL3B9IUL4,CUS6WSSHWN7BVAI,Checking,135199.18,2019-04-18
ACC3HVFCT6QYKJF,CUS2OG8ZI3DL88I,Savings,165043.99,2024-01-03
ACCQABO8IHYZ7AG,CUS3GDU4EOHJXVP,Savings,151629.29,2024-03-17
ACCXL85HIG7TFAP,CUSY9FC2D3YAK9X,Business,183032.33,2024-07-26
ACCXG2IPI5GJ1GM,CUSJSX6N1QONJJW,Checking,185201.92,2023-06-28
ACCV7DHY7G93KAK,CUSA0ELY5NTAN4L,Checking,13180.24,2024-05-27
ACCBWW4IPVWC0QK,CUS9N5GY6R229BF,Savings,143791.39,2019-02-11
ACC889OD3E82H83,CUSMNJZ4808ZUOS,Checking,9740.04,2019-03-22
ACCCGB4GT4EVN1A,CUSP7ZZ3F8CG2LY,Checking,181332.93,2025-02-07
ACCJO6ITSXEGIYR,CUSIM3M2ZS8BE42,Business,192234.61,2021-12-06
ACCOUG2UWAE7WKF,CUSQW24UCVD326E,Business,107159.78,2020-08-08
ACC5WCNNSIRXPGO,CUSUR2DBAV1LICN,Business,198252.3,2020-01-26
ACCUD6ZH6BYSLWT,CUSWM2W7T6U61YR,Savings,51939.99,2021-07-24
ACCN6YK7H16J8Z9,CUS90S0BND8UK22,Savings,145672.6,2022-09-15
ACCQZMDSW0P3G0D,CUSAY641HN0SDGS,Checking,158644.88,2020-01-13
ACCF1ACXHNL76PJ,CUSLHJSAIHHHFPF,Checking,9867.89,2021-10-27
ACCP4SQI98DSK55,CUSIJ6LNY6WNGHY,Savings,134963.04,2023-08-30
ACCGCJMINF7KLUX,CUS1KYZ1H0FAFGS,Savings,170254.51,2025-11-15
ACCEEC4ITN19SR0,CUSUJNE9JR01GWW,Checking,7605.86,2021-12-29
ACCA4OFA5DGPND3,CUSFTXV3Z7PU2M5,Business,33428.26,2022-03-29
ACCBTUO38Y4ENBX,CUSMADO8E7FLQHR,Business,122826.82,2023-05-12
ACCXCCQTXB8TYQI,CUSFGBFP4W52U88,Savings,113962.91,2022-10-03
ACCX8I3IHNUCUOZ,CUSKABS34TTCZMX,Savings,188056.6,2021-10-09
ACCVD5H3KYL4ONG,CUSCUYZFPGWV5ZK,Business,14613.6,2022-05-14
ACCH3CUWVPBS0NY,CUSMCSA3XQW3QS9,Business,6184.25,2021-02-21
ACCFO37IA83WWV6,CUSSTP9SNLRP7BH,Savings,129751.75,2019-03-04
ACCLGC4TA1CZ4X2,CUSJQ3CC99GF139,Savings,176580.67,2019-09-06
ACCC86H8XG485TG,CUSWA0QXASZP8NS,Savings,165106.26,2024-08-22
ACC71RYX6D6HZTR,CUSVMTLX0ZB4X5W,Savings,105976.82,2022-05-15
ACC66HXCLK34GM9,CUS6WE4FTC18TMM,Savings,179076.41,2019-08-17
ACC8Q8SXTR76G5B,CUSCFCRM1FQ7ZG7,Savings,45463.42,2019-07-01
ACCMEJ5R7B7B8JO,CUSCZFFFRQ6JYGQ,Savings,7962.07,2023-08-03
ACCTJEUR5QY27GR,CUS9GVXQTCWZI9A,Checking,150240.99,2019-02-11
ACCAMONXN96F3E8,CUSQD8PS4Z9FRJ5,Savings,64158.59,2023-05-08
ACCCKD07OK895M2,CUSBQSAMOU0IHPS,Savings,26005.6,2020-09-01
ACC9B21N5T7U4Y0,CUS2UDSHS36FM3K,Business,124726.7,2019-09-19
ACC05B7SAF0WQ5P,CUSQFPXVBYP9SBS,Business,78085.94,2025-12-18
ACC1VOS6L5BHE8W,CUSMCRC4X2LYFBZ,Checking,56053.08,2023-07-25
ACCORI3YB04X618,CUSD7GMON5AYIDS,Business,73310.6,2022-01-24
ACCMKVXBREF2IS5,CUSPPXU4TNPTQPJ,Checking,126560.48,2021-11-13
ACC73A7OIKDRDJ2,CUSNV9LFWR4OVRX,Savings,32091.48,2021-04-20
ACC6M2GXCWKI1S1,CUSFB40GO1AYSUA,Savings,84546.76,2024-04-09
ACCOERBQMTG9YE4,CUSFUDAHCR02TR7,Checking,84833.45,2019-03-26
ACCL2JB2ZN3QMXC,CUSL0JX3PHJCPI5,Savings,113299.18,2021-12-05
ACCDWPTRG4YPWW3,CUSSMO90CYF8EVJ,Savings,6263.73,2022-06-05
ACC04BY595FMFUP,CUSHL0OWG4147VD,Checking,117701.26,2025-10-01
ACC1ALJ4IXG826T,CUSFBZ0NTRS401U,Checking,86496.97,2025-01-30
ACCESUFKDHSO12W,CUS3OC2YUADUSAP,Checking,61440.32,2024-01-30
ACCQESZVC5P6EZO,CUSO12LTO5DJJ4B,Business,178355.8,2022-05-18
ACCIUVKMWADQWOZ,CUSP7HKB3Q6OMZL,Business,26167.31,2020-05-25
ACCF8N6L10NIO65,CUSN7AVE71IZF92,Business,199919.03,2019-05-15
ACC7QQ2XTQSHJ64,CUSJ7GLMTMGXLMQ,Checking,48132.9,2019-05-13
ACCL4ZYJHOKYCYV,CUSRH7AB4KNVP7I,Savings,41965.43,2025-03-05
ACCX253WSLZ51GK,CUSI09PXBBF8368,Savings,32729.39,2021-12-01
ACCJKSJJIHS3M3B,CUS8XK4BBT0B9F7,Checking,30525.52,2020-11-09
ACCJBQ2ZSN3777S,CUSJ0CMRG2UIZWT,Savings,13501.21,2025-07-16
ACC8G7AS3IT1WC5,CUSKXRUZNTV5IBH,Business,169338.33,2022-09-09
ACCCJB5V1OBUHZ2,CUSB377APGBOAQM,Checking,171560.96,2025-08-01
ACC3R8VBQ4OIVTZ,CUS1KJ8APFYTVEL,Business,124632.73,2021-07-18
ACCTSETFKRJ6KVA,CUSHOSKDO083WU1,Checking,87726.41,2021-04-14
ACCZEWA5SUX18P6,CUSLRG72A8VT3AA,Checking,126402.5,2021-01-25
ACC6YYDTEMWFJ8X,CUS7CCOJAGQYJ9C,Checking,99712.26,2020-10-22
ACC6PEJE934MU7R,CUS5A1TTYAQYC0J,Savings,2805.72,2019-12-15
ACCP2ENCQN3BC2I,CUSLXC53U9EBF32,Checking,135642.13,2020-11-12
ACCP9U19IECIDX8,CUSM0A2VQBZKVCK,Business,189103.88,2019-11-11
ACCTWDEV5SWKYEH,CUSFDY4SN40T3RL,Checking,95140.08,2023-02-13
ACCB1IORISOJNAL,CUS9RZQKVMX43V7,Savings,26009.19,2023-10-28
ACCITWKZN72VZ05,CUS2EHPBNFSMENK,Savings,64734.0,2021-01-29
ACCPU7A2ZWNHUKE,CUST2SI598KASAZ,Checking,136609.69,2022-01-29
ACCZE5X7PIV7A63,CUSW01K7YGL0617,Checking,28020.57,2023-10-16
ACCC1O3MU9193WM,CUS7K9L8D2AAY4R,Checking,165029.83,2022-01-11
ACCSMQCHXC7SNY1,CUSXE6EHG7Y1GM5,Business,61428.73,2021-06-16
ACC571JE0CBT505,CUSKVPLMTF8HB3K,Savings,51869.36,2023-01-01
ACCNAVVK40S0KO8,CUSRCC4YI49Y72U,Checking,192073.66,2023-06-12
ACC6JT67FB6S6IY,CUSQVTRYN7SJRZ8,Checking,129288.67,2019-10-11
ACCEO140OP9P5TB,CUSI1HZABNSD0W2,Savings,194700.06,2019-06-07
ACCO3RIQOVJKRXO,CUSFU8S6UCCR5IK,Savings,42639.49,2023-01-28
ACC90Z5H5P90IKN,CUSLJYCD7XVEPIR,Checking,107016.12,2022-05-10
ACCHRB6LZ1IE0BL,CUSHMNG4PSEFMJJ,Checking,24794.24,2024-09-12
ACC7EJFPTLNXXSV,CUSZ13VWPQOC0J9,Business,150801.77,2019-07-09
ACCUYTY86SD1LUO,CUSQ9PKYJ2M1KJD,Business,165930.78,2019-04-20
ACCJLIR4SVTZJ4P,CUSOTOEQ91ZLGOA,Checking,99729.27,2025-03-01
ACC1CYL9382SXUY,CUSHYOPNF5BSVT5,Savings,23676.35,2022-11-25
ACCHX7KTO7WRO1Z,CUSDYWJC9M9QIZK,Savings,81752.69,2022-12-12
ACCUVMABIHYGI61,CUSPZVF63836XS9,Savings,22088.61,2022-09-16
ACC3VF8JY9VZAK9,CUSMID4VUSFDD08,Savings,144483.96,2019-11-19
ACCWZCOTY4LFHGU,CUSBVVW0AXCZ533,Savings,94924.6,2021-01-08
ACC1OQ87VDLJSJD,CUSSMGVTLP9NU34,Checking,19723.92,2019-07-30
ACCPKXKEBNCRX1C,CUSQ9DUH313Z4EL,Business,30652.46,2025-06-13
ACCBGHMHYYSKZS5,CUSAK5JR5R39ZU5,Business,111171.89,2020-06-18
ACC4FLCCVFKFLIK,CUSQUR8SANSE8QK,Business,44110.2,2019-04-01
ACC9FDRNJODTGAL,CUSYSL5HD9J0HO5,Checking,188714.48,2019-05-22
ACC7KE6ZC7ICIEU,CUSYZJCICDF6OPI,Business,52845.39,2023-10-24
ACCOZ42GJSQMK9O,CUSKXGNTYDF2AFA,Savings,183682.56,2024-05-25
ACCTJOUFEB62ZW0,CUS1WZN06WEBNCX,Savings,56239.78,2025-03-31
ACC730QPFDU9OZ4,CUS5R864MI05KUY,Savings,147320.59,2023-06-29
ACCNHBUC24Y0W5A,CUSQPF2E87SYCUC,Savings,102650.12,2020-02-10
ACCVW9XQAMSEDPU,CUSXREURJIO0CGE,Savings,26861.76,2023-11-29
ACCUJHIEQCU4MC8,CUS3KDQCRLR01BQ,Savings,202.71,2023-07-14
ACC7WEURM19KF9R,CUSEYLLTO3UWOPM,Business,171905.9,2025-12-16
ACCO9S4SFW7AR9R,CUSATQ77YWG4ELV,Checking,21340.38,2022-03-27
ACCFEFN8GX6H4EV,CUSMC2ZFBPAK00B,Savings,86964.23,2023-10-20
ACCBR20GISKXJ5L,CUS5JTKLM782TY9,Savings,85356.99,2025-02-16
ACC7JB5BJQTKIBK,CUSR2SDS8B25SQ8,Savings,149644.16,2024-08-13
ACCVEWE06KG57JV,CUSX82X0IJUFAQ5,Business,195417.33,2025-02-02
ACCVYN3TIN3STCL,CUSQ0WPBMW6EH42,Checking,30039.79,2022-08-26
ACC5CY3ZEFF8YYC,CUSMQABOIUVSIA7,Checking,160678.09,2020-10-22
ACCHDVJTQFBRJWF,CUSRH5LAJAZUCX0,Business,107408.89,2021-12-28
ACCDFPK7M8XXMYP,CUSLSPI5XDQ2P86,Checking,23381.31,2024-08-24
ACCGMF6KVNAJG8M,CUSQ30DKQ6C992K,Checking,125957.68,2021-10-15
ACC80VJEA6XPAQB,CUSR28JSJQLA4R5,Checking,14296.23,2020-11-07
ACCEKVPYG99JTMA,CUS2YVHXFQYU6SG,Savings,7758.59,2021-04-02
ACCBF2TBIPHNHYH,CUS66QB7ILKWUY1,Savings,182.69,2023-02-25
ACC9MMY8W9D7NQM,CUSXK83805WDIS5,Checking,167676.6,2022-09-24
ACCZYZE2AZL1MQ8,CUSIOZESSBQOFKU,Business,40788.2,2025-06-19
ACCGWEXVGQM7DOI,CUSTKSE3KAW4V4K,Business,181302.16,2024-12-22
ACCEGE1PIB8NP0T,CUSP9JYQN15IKPQ,Checking,182664.07,2020-07-23
ACC8T6V1191MOZL,CUSX3DKYW5GV8MQ,Checking,64589.81,2025-09-10
ACCHN7GPLTZLQI2,CUSFUC4WSSCN9OB,Checking,150167.42,2025-05-30
